t,x,y,name,leader,poi,observed,Label
22,9.0,9.0,poi_7,False,True,False,Unobserved POI
23,9.0,9.0,poi_7,False,True,False,Unobserved POI
24,9.0,9.0,poi_7,False,True,False,Unobserved POI
25,9.0,9.0,poi_7,False,True,False,Unobserved POI
26,9.0,9.0,poi_7,False,True,False,Unobserved POI
27,9.0,9.0,poi_7,False,True,False,Unobserved POI
28,9.0,9.0,poi_7,False,True,False,Unobserved POI
29,9.0,9.0,poi_7,False,True,False,Unobserved POI
30,9.0,9.0,poi_7,False,True,False,Unobserved POI
31,9.0,9.0,poi_7,False,True,False,Unobserved POI
0,10.0,14.0,poi_8,False,True,False,Unobserved POI
1,10.0,14.0,poi_8,False,True,False,Unobserved POI
2,10.0,14.0,poi_8,False,True,False,Unobserved POI
3,10.0,14.0,poi_8,False,True,False,Unobserved POI
4,10.0,14.0,poi_8,False,True,False,Unobserved POI
5,10.0,14.0,poi_8,False,True,False,Unobserved POI
6,10.0,14.0,poi_8,False,True,False,Unobserved POI
7,10.0,14.0,poi_8,False,True,False,Unobserved POI
8,10.0,14.0,poi_8,False,True,False,Unobserved POI
9,10.0,14.0,poi_8,False,True,False,Unobserved POI
10,10.0,14.0,poi_8,False,True,False,Unobserved POI
11,10.0,14.0,poi_8,False,True,False,Unobserved POI
12,10.0,14.0,poi_8,False,True,False,Unobserved POI
13,10.0,14.0,poi_8,False,True,False,Unobserved POI
14,10.0,14.0,poi_8,False,True,False,Unobserved POI
15,10.0,14.0,poi_8,False,True,False,Unobserved POI
16,10.0,14.0,poi_8,False,True,False,Unobserved POI
17,10.0,14.0,poi_8,False,True,False,Unobserved POI
18,10.0,14.0,poi_8,False,True,False,Unobserved POI
19,10.0,14.0,poi_8,False,True,False,Unobserved POI
20,10.0,14.0,poi_8,False,True,False,Unobserved POI
21,10.0,14.0,poi_8,False,True,False,Unobserved POI
22,10.0,14.0,poi_8,False,True,False,Unobserved POI
23,10.0,14.0,poi_8,False,True,False,Unobserved POI
24,10.0,14.0,poi_8,False,True,False,Unobserved POI
25,10.0,14.0,poi_8,False,True,False,Unobserved POI
26,10.0,14.0,poi_8,False,True,False,Unobserved POI
27,10.0,14.0,poi_8,False,True,False,Unobserved POI
28,10.0,14.0,poi_8,False,True,False,Unobserved POI
29,10.0,14.0,poi_8,False,True,False,Unobserved POI
30,10.0,14.0,poi_8,False,True,False,Unobserved POI
31,10.0,14.0,poi_8,False,True,False,Unobserved POI
0,7.0,13.0,poi_9,False,True,False,Unobserved POI
1,7.0,13.0,poi_9,False,True,False,Unobserved POI
2,7.0,13.0,poi_9,False,True,False,Unobserved POI
3,7.0,13.0,poi_9,False,True,False,Unobserved POI
4,7.0,13.0,poi_9,False,True,False,Unobserved POI
5,7.0,13.0,poi_9,False,True,False,Unobserved POI
6,7.0,13.0,poi_9,False,True,False,Unobserved POI
7,7.0,13.0,poi_9,False,True,False,Unobserved POI
8,7.0,13.0,poi_9,False,True,False,Unobserved POI
9,7.0,13.0,poi_9,False,True,False,Unobserved POI
10,7.0,13.0,poi_9,False,True,False,Unobserved POI
11,7.0,13.0,poi_9,False,True,False,Unobserved POI
12,7.0,13.0,poi_9,False,True,False,Unobserved POI
13,7.0,13.0,poi_9,False,True,False,Unobserved POI
14,7.0,13.0,poi_9,False,True,False,Unobserved POI
15,7.0,13.0,poi_9,False,True,False,Unobserved POI
16,7.0,13.0,poi_9,False,True,False,Unobserved POI
17,7.0,13.0,poi_9,False,True,False,Unobserved POI
18,7.0,13.0,poi_9,False,True,False,Unobserved POI
19,7.0,13.0,poi_9,False,True,False,Unobserved POI
20,7.0,13.0,poi_9,False,True,False,Unobserved POI
21,7.0,13.0,poi_9,False,True,False,Unobserved POI
22,7.0,13.0,poi_9,False,True,False,Unobserved POI
23,7.0,13.0,poi_9,False,True,False,Unobserved POI
24,7.0,13.0,poi_9,False,True,False,Unobserved POI
25,7.0,13.0,poi_9,False,True,False,Unobserved POI
26,7.0,13.0,poi_9,False,True,False,Unobserved POI
27,7.0,13.0,poi_9,False,True,False,Unobserved POI
28,7.0,13.0,poi_9,False,True,False,Unobserved POI
29,7.0,13.0,poi_9,False,True,False,Unobserved POI
30,7.0,13.0,poi_9,False,True,False,Unobserved POI
31,7.0,13.0,poi_9,False,True,False,Unobserved POI
